name,moldb_smiles
Febuxostat,CC(C)COC1=C(C=C(C=C1)C1=NC(C)=C(S1)C(O)=O)C#N
Butylscopolamine,CCCC[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1
Tranylcypromine,NC1CC1C1=CC=CC=C1
Tenocyclidine,C1CCN(CC1)C1(CCCCC1)C1=CC=CS1
Lifitegrast,CS(=O)(=O)C1=CC(C[C@H](NC(=O)C2=C(Cl)C3=C(CN(CC3)C(=O)C3=CC=C4C=COC4=C3)C=C2Cl)C(O)=O)=CC=C1
Imipenem,[H][C@]12CC(SCC\N=C\N)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O
Cabergoline,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC
Isosorbide dinitrate,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O
Selinexor,FC(F)(F)C1=CC(=CC(=C1)C1=NN(\C=C/C(=O)NNC2=NC=CN=C2)C=N1)C(F)(F)F
Phenytoin,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1
Nicorandil,[O-][N+](=O)OCCNC(=O)C1=CC=CN=C1
Ephedrine,CN[C@@H](C)[C@H](O)C1=CC=CC=C1
Basmisanil,CC1=C(COC2=CC=C(C=N2)C(=O)N2CCS(=O)(=O)CC2)C(=NO1)C1=CC=C(F)C=C1
Promethazine,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C
Difelikefalin,CC(C)C[C@@H](NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N[C@H](CCCCN)C(=O)N1CCC(N)(CC1)C(O)=O
Genistein,OC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O
Levosalbutamol,CC(C)(C)NC[C@H](O)C1=CC(CO)=C(O)C=C1
Levobupivacaine,CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C
Pitavastatin,O[C@H](C[C@H](O)\C=C\C1=C(N=C2C=CC=CC2=C1C1=CC=C(F)C=C1)C1CC1)CC(O)=O
Entrectinib,CN1CCN(CC1)C1=CC=C(C(=O)NC2=NNC3=CC=C(CC4=CC(F)=CC(F)=C4)C=C23)C(NC2CCOCC2)=C1
Tenofovir alafenamide,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)CN1C=NC2=C(N)N=CN=C12)OC1=CC=CC=C1
Caspofungin,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@H](O)CCN
Duvelisib,C[C@H](NC1=C2N=CNC2=NC=N1)C1=CC2=CC=CC(Cl)=C2C(=O)N1C1=CC=CC=C1
Phosphoric acid,OP(O)(O)=O
Ferric pyrophosphate,[Fe+3].[Fe+3].[Fe+3].[Fe+3].[O-]P([O-])(=O)OP([O-])([O-])=O.[O-]P([O-])(=O)OP([O-])([O-])=O.[O-]P([O-])(=O)OP([O-])([O-])=O
Benzodiazepine,N1N=CC=CC2=CC=CC=C12
Talazoparib,CN1N=CN=C1[C@@H]1[C@H](NC2=C3C1=NNC(=O)C3=CC(F)=C2)C1=CC=C(F)C=C1
Fluorometholone,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C
Iobenguane,NC(N)=NCC1=CC(I)=CC=C1
Iguratimod,CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C2C(=O)C(=COC2=C1)N=CO
Mosapride,CCOC1=CC(N)=C(Cl)C=C1C(=O)NCC1CN(CC2=CC=C(F)C=C2)CCO1
Copanlisib,COC1=C(OCCCN2CCOCC2)C=CC2=C1N=C(NC(=O)C1=CN=C(N)N=C1)N1CCN=C21
Flucloxacillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(F)C=CC=C1Cl)C(O)=O
Clofazimine,CC(C)N=C1C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C1NC1=CC=C(Cl)C=C1
Estriol,[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
Probenecid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O
Aclidinium,OC(C(=O)O[C@H]1C[N+]2(CCCOC3=CC=CC=C3)CCC1CC2)(C1=CC=CS1)C1=CC=CS1
Cobimetinib,OC1(CN(C1)C(=O)C1=C(NC2=C(F)C=C(I)C=C2)C(F)=C(F)C=C1)[C@@H]1CCCCN1
Brivaracetam,CCC[C@H]1CN([C@@H](CC)C(N)=O)C(=O)C1
Vinflunine,CC[C@@]12C=CCN3CC[C@@]4([C@H]13)[C@@H](N(C)C1=CC(OC)=C(C=C41)[C@]1(C[C@@H]3C[C@H](C[N@@](C3)CC3=C1NC1=CC=CC=C31)C(C)(F)F)C(=O)OC)[C@](O)([C@@H]2OC(C)=O)C(=O)OC
Azelaic acid,OC(=O)CCCCCCCC(O)=O
Telbivudine,CC1=CN([C@@H]2C[C@@H](O)[C@H](CO)O2)C(=O)NC1=O
Pidolic Acid,OC(=O)[C@@H]1CCC(=O)N1
Carbidopa,C[C@@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O
"1,2-Distearoyllecithin",CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC
Magnesium,[MgH2]
Flecainide,FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1
Terlipressin,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
Nitrazepam,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1
13-deoxydoxorubicin,COC1=C2C(=O)C3=C(O)C4=C(C[C@@](O)(CCO)C[C@@H]4O[C@H]4C[C@H](N)[C@H](O)[C@H](C)O4)C(O)=C3C(=O)C2=CC=C1
Semaxanib,CC1=CC(C)=C(N1)\C=C1/C(=O)NC2=CC=CC=C12
CI-1040,OC(=NOCC1CC1)C1=C(NC2=C(Cl)C=C(I)C=C2)C(F)=C(F)C=C1
Talampanel,C[C@@H]1CC2=CC3=C(OCO3)C=C2C(=NN1C(C)=O)C1=CC=C(N)C=C1
Naveglitazar,CO[C@@H](CC1=CC=C(OCCCOC2=CC=C(OC3=CC=CC=C3)C=C2)C=C1)C(O)=O
Edotecarin,OCC(CO)NN1C(=O)C2=C3C(NC4=C3C=CC(O)=C4)=C3N([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C4=C(C=CC(O)=C4)C3=C2C1=O
Delcasertib,[H][C@](N)(CSSC[C@]([H])(N)C(O)=N[C@@]([H])(CC1=CC=C(O)C=C1)C(O)=NCC(O)=N[C@@]([H])(CCCNC(N)=N)C(O)=N[C@@]([H])(CCCCN)C(O)=N[C@@]([H])(CCCCN)C(O)=N[C@@]([H])(CCCNC(N)=N)C(O)=N[C@@]([H])(CCCNC(N)=N)C(O)=N[C@@]([H])(CCC(O)=N)C(O)=N[C@@]([H])(CCCNC(N)=N)C(O)=N[C@@]([H])(CCCNC(N)=N)C(O)=N[C@@]([H])(CCCNC(N)=N)C(O)=O)C(O)=N[C@@]([H])(CO)C(O)=N[C@@]([H])(CC1=CC=CC=C1)C(O)=N[C@@]([H])(CC(O)=N)C(O)=N[C@@]([H])(CO)C(O)=N[C@@]([H])(CC1=CC=C(O)C=C1)C(O)=N[C@@]([H])(CCC(O)=O)C(O)=N[C@@]([H])(CC(C)C)C(O)=NCC(O)=N[C@@]([H])(CO)C(O)=N[C@@]([H])(CC(C)C)C(O)=O
Exisulind,CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)(=O)=O
Gaboxadol,O=C1NOC2=C1CCNC2
Laromustine,CNC(=O)N(N(CCCl)S(C)(=O)=O)S(C)(=O)=O
CA4P,COC1=CC(=CC(OC)=C1OC)[C@@H](O)CC1=CC(O)=C(OC)C=C1
Icosapent ethyl,CCOC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC
Daglutril,CCOC(=O)[C@H](CCC1=CC=CC=C1)CC1(CCCC1)C(=O)N[C@H]1CCC2=CC=CC=C2N(CC(O)=O)C1=O
Edetic Acid,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O
Methoxsalen,COC1=C2OC(=O)C=CC2=CC2=C1OC=C2
Faropenem medoxomil,[H][C@]12SC(=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(=O)OCC1=C(C)OC(=O)O1)[C@@]1([H])CCCO1
Alcaftadine,CN1CCC(CC1)=C1C2=NC=C(C=O)N2CCC2=CC=CC=C12
ABT-751,COC1=CC=C(C=C1)S(=O)(=O)NC1=C(NC2=CC=C(O)C=C2)N=CC=C1
Begacestat,OC[C@@H](NS(=O)(=O)C1=CC=C(Cl)S1)C(C(F)(F)F)C(F)(F)F
Diflunisal,OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1
Fluvastatin,CC(C)N1C(\C=C\[C@H](O)C[C@H](O)CC(O)=O)=C(C2=CC=C(F)C=C2)C2=CC=CC=C12
Spinosad,[H][C@]1(C[C@@]2([H])C=C[C@@]3([H])[C@]4([H])CC(=O)O[C@@]([H])(CC)CCC[C@]([H])(O[C@@]5([H])CC[C@]([H])(N(C)C)[C@@]([H])(C)O5)[C@@]([H])(C)C(=O)C4=C[C@@]3([H])[C@]2([H])C1)O[C@]1([H])O[C@@]([H])(C)[C@]([H])(OC)[C@@]([H])(OC)[C@@]1([H])OC.[H][C@]1(C[C@@]2([H])C(C)=C[C@@]3([H])[C@]4([H])CC(=O)O[C@@]([H])(CC)CCC[C@]([H])(O[C@@]5([H])CC[C@]([H])(N(C)C)[C@@]([H])(C)O5)[C@@]([H])(C)C(=O)C4=C[C@@]3([H])[C@]2([H])C1)O[C@]1([H])O[C@@]([H])(C)[C@]([H])(OC)[C@@]([H])(OC)[C@@]1([H])OC
Upamostat,CCOC(=O)N1CCN(CC1)C(=O)[C@H](CC1=CC=CC(=C1)C(\N)=N/O)NS(=O)(=O)C1=C(C=C(C=C1C(C)C)C(C)C)C(C)C
Nepicastat,NCC1=CNC(=S)N1[C@H]1CCC2=C(C1)C=C(F)C=C2F
Remogliflozin etabonate,CCOC(=O)OC[C@H]1O[C@@H](OC2=NN(C(C)C)C(C)=C2CC2=CC=C(OC(C)C)C=C2)[C@H](O)[C@@H](O)[C@@H]1O
Verdiperstat,CC(C)OCCN1C2=C(NC=C2)C(=O)NC1=S
Histrelin,CC(O)=O.CC(O)=O.[H][C@@](CO)(N=C(O)[C@]([H])(CC1=CNC2=CC=CC=C12)N=C(O)[C@]([H])(CC1=CN=CN1)N=C(O)[C@]1([H])CCC(O)=N1)C(O)=N[C@@]([H])(CC1=CC=C(O)C=C1)C(O)=N[C@]([H])(CC1=CN(CC2=CC=CC=C2)C=N1)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CCCNC(N)=N)C(=O)N1CCC[C@@]1([H])C(O)=NCC
Brincidofovir,CCCCCCCCCCCCCCCCOCCCOP(O)(=O)CO[C@H](CO)CN1C=CC(N)=NC1=O
Famciclovir,CC(=O)OCC(CCN1C=NC2=CN=C(N)N=C12)COC(C)=O
Istaroxime,C[C@]12CC[C@H]3[C@@H](CC(=O)[C@H]4C\C(CC[C@]34C)=N\OCCN)[C@@H]1CCC2=O
Griseofulvin,COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC
Sodium sulfide,[Na+].[Na+].[S--]
Imipramine,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
Mirabegron,NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1
Nicergoline,[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@]1(C[C@@H](COC(=O)C1=CN=CC(Br)=C1)CN2C)OC
Pictilisib,CS(=O)(=O)N1CCN(CC2=CC3=C(S2)C(=NC(=N3)C2=C3C=NNC3=CC=C2)N2CCOCC2)CC1
Emixustat,NCC[C@@H](O)C1=CC(OCC2CCCCC2)=CC=C1
Epelsiban,CC[C@H](C)[C@H]1N([C@@H](C(=O)N2CCOCC2)C2=CC=C(C)N=C2C)C(=O)[C@H](NC1=O)C1CC2=CC=CC=C2C1
Gemfibrozil,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1
Gestodene,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1C=C[C@@]2(O)C#C
NVP-LEQ-506,C[C@@H]1CN(CCN1C1=CN=C(C=N1)C(C)(C)O)C1=NN=C(CC2=CC=CC=C2)C(C)=C1C
Rebamipide,OC(=O)C(CC1=CC(O)=NC2=CC=CC=C12)NC(=O)C1=CC=C(Cl)C=C1
Rose bengal free acid,OC(=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C1=C2C=C(I)C(=O)C(I)=C2OC2=C(I)C(O)=C(I)C=C12
Atopaxar,CCOC1=CC2=C(C(=N)N(CC(=O)C3=CC(=C(OC)C(=C3)N3CCOCC3)C(C)(C)C)C2)C(F)=C1OCC
Tasimelteon,[H][C@@]1(CN=C(O)CC)C[C@@]1([H])C1=C2CCOC2=CC=C1
Danirixin,CC1=C(NC(=O)NC2=CC=C(Cl)C(=C2O)S(=O)(=O)[C@H]2CCCNC2)C=CC=C1F
Verteporfin,COC(=O)CCC1=C2NC(\C=C3/N=C(/C=C4\N\C(=C/C5=N/C(=C\2)/C(CCC(O)=O)=C5C)C(C=C)=C4C)C2=CC=C([C@@H](C(=O)OC)[C@@]32C)C(=O)OC)=C1C
PF-03882845,OC(=O)C1=CC2=C(C=C1)C1=NN([C@@H](C3CCCC3)[C@H]1CC2)C1=CC=C(C#N)C(Cl)=C1
Golvatinib,CN1CCN(CC1)C1CCN(CC1)C(=O)NC1=CC(OC2=CC=C(NC(=O)C3(CC3)C(=O)NC3=CC=C(F)C=C3)C(F)=C2)=CC=N1
Iferanserin,CN1CCCC[C@H]1CCC1=CC=CC=C1NC(=O)\C=C\C1=CC=CC=C1
Azelastine,CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O
Choline C 11,[Cl-].C[N+](C)([11CH3])CCO
Epinastine,NC1=NCC2N1C1=CC=CC=C1CC1=CC=CC=C21
PF-04991532,[H][C@@](CC1CCCC1)(N1C=NC(=C1)C(F)(F)F)C(O)=NC1=NC=C(C=C1)C(O)=O
Acipimox,CC1=[N+]([O-])C=C(N=C1)C(O)=O
Diazoxide,CC1=NS(=O)(=O)C2=C(N1)C=CC(Cl)=C2
Butenafine,CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=CC=CC2=CC=CC=C12
LY-3039478,C[C@H](NC(=O)CCC(F)(F)F)C(=O)N[C@H]1C2=CC=CC=C2C2=CC=CN=C2N(CCO)C1=O
Fosaprepitant,C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N(N2)P(O)(O)=O)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F
Parthenolide,C\C1=C/CC[C@@]2(C)O[C@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1
Poziotinib,COC1=C(OC2CCN(CC2)C(=O)C=C)C=C2C(NC3=CC=C(Cl)C(Cl)=C3F)=NC=NC2=C1
Levocabastine,C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)[C@H]1CC[C@](CC1)(C#N)C1=CC=C(F)C=C1
JNJ-39393406,CN(C)C(=O)CCN1N=C(NC2=CC=C3OC(F)(F)OC3=C2)N=C1C1=CC=NC=C1
Reparixin,[H][C@](C)(C(O)=NS(C)(=O)=O)C1=CC=C(CC(C)C)C=C1
Tedizolid phosphate,CN1N=NC(=N1)C1=CC=C(C=N1)C1=CC=C(C=C1F)N1C[C@H](COP(O)(O)=O)OC1=O
Hydroxyproline,O[C@H]1CN[C@@H](C1)C(O)=O
Lemborexant,CC1=NC(C)=C(OC[C@]2(C[C@H]2C(=O)NC2=CC=C(F)C=N2)C2=CC=CC(F)=C2)C=N1
Pimonidazole,OC(CN1C=CN=C1[N+]([O-])=O)CN1CCCCC1
Vaborbactam,OB1O[C@H](CC(O)=O)CC[C@@H]1NC(=O)CC1=CC=CS1
Voxilaprevir,CC[C@@H]1[C@@H]2CN([C@@H]1C(=O)N[C@@]1(C[C@H]1C(F)F)C(=O)NS(=O)(=O)C1(C)CC1)C(=O)[C@@H](NC(=O)O[C@@H]1C[C@H]1CCCCC(F)(F)C1=C(O2)N=C2C=C(OC)C=CC2=N1)C(C)(C)C
PF-06273340,CC(C)(CO)N1C=C(C(=O)C2=CC(NC(=O)CC3=CC=C(Cl)C=N3)=CN=C2)C2=CN=C(N)N=C12
Tetracosactide,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(O)=O
Gadoteridol,[Gd+3].CC(O)CN1CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC1
Pyritinol,CC1=C(O)C(CO)=C(CSSCC2=C(CO)C(O)=C(C)N=C2)C=N1
Afuresertib,CN1N=CC(Cl)=C1C1=C(Cl)SC(=C1)C(=O)N[C@H](CN)CC1=CC=CC(F)=C1
Trihexyphenidyl,OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1
Pemirolast,CC1=CC=CN2C(=O)C(=CN=C12)C1=NNN=N1
Lorlatinib,C[C@H]1OC2=C(N)N=CC(=C2)C2=C(C#N)N(C)N=C2CN(C)C(=O)C2=C1C=C(F)C=C2
Cytisine,O=C1C=CC=C2[C@H]3CNC[C@H](C3)CN12
Etomidate,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1
Baloxavir marboxil,[H][C@@]12COCCN1C(=O)C1=C(OCOC(=O)OC)C(=O)C=CN1N2[C@H]1C2=CC=C(F)C(F)=C2CSC2=CC=CC=C12
Beta carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Fevipiprant,CC1=C(CC(O)=O)C2=CC=CN=C2N1CC1=CC=C(C=C1C(F)(F)F)S(C)(=O)=O
Metamfetamine,CN[C@@H](C)CC1=CC=CC=C1
Netupitant,CN(C(=O)C(C)(C)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C1=CN=C(C=C1C1=CC=CC=C1C)N1CCN(C)CC1
Lefamulin,C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@]1(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]3C)OC(=O)CS[C@@H]1CC[C@@H](N)C[C@H]1O
Vecuronium,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1
Silver,[Ag]
Perflubutane,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Lixivaptan,CC1=CC=C(F)C=C1C(=O)NC1=CC=C(C(=O)N2CC3=CC=CN3CC3=C2C=CC=C3)C(Cl)=C1
Pramlintide,[H]N[C@@H](CCCCN)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@@]([H])(NC(=O)[C@H](C)NC(=O)[C@@]([H])(NC(=O)[C@H](CC(N)=O)NC1=O)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@]([H])([C@@H](C)CC)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@]([H])([C@@H](C)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(N)=O
ABL-001,O[C@@H]1CCN(C1)C1=C(C=C(C=N1)C(=O)NC1=CC=C(OC(F)(F)Cl)C=C1)C1=CC=NN1
Apocynin,COC1=C(O)C=CC(=C1)C(C)=O
Bradykinin,N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O
Isoxsuprine,C[C@H](COC1=CC=CC=C1)N[C@H](C)[C@@H](O)C1=CC=C(O)C=C1
Hydrocortisone acetate,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
Benzatropine,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C
Dihydrexidine,OC1=C(O)C=C2[C@H]3[C@H](CCC2=C1)NCC1=CC=CC=C31
Atevirdine,CCNC1=CC=CN=C1N1CCN(CC1)C(=O)C1=CC2=CC(OC)=CC=C2N1
Prednimustine,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCCC3=CC=C(C=C3)N(CCCl)CCCl)[C@@]1(C)C[C@]([H])(O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
Antineoplaston A10,O=C(CC1=CC=CC=C1)N[C@H]1CCC(=O)NC1=O
Biricodar,COC1=CC(=CC(OC)=C1OC)C(=O)C(=O)N1CCCC[C@H]1C(=O)OC(CCCC1=CN=CC=C1)CCCC1=CN=CC=C1
Lutein,C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C
Paclitaxel docosahexaenoic acid,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)O[C@@H](C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)C3=CC=CC=C3)[C@@]3([H])[C@@](C)([C@@H](O)C[C@@]4([H])OC[C@@]34OC(=O)C)C(=O)[C@H](OC(=O)C)C(=C1C)C2(C)C)[C@@H](NC(=O)C1=CC=CC=C1)C1=CC=CC=C1
Chromium picolinate,O=C(O[Cr](OC(=O)C1=CC=CC=N1)OC(=O)C1=CC=CC=N1)C1=CC=CC=N1
Indapamide,CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O
Rivastigmine,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C
Zosuquidar,[H][C@]12C3=CC=CC=C3[C@H](N3CCN(C[C@@H](O)COC4=CC=CC5=C4C=CC=N5)CC3)C3=CC=CC=C3[C@@]1([H])C2(F)F
Atamestane,CC1=CC(=O)C=C2CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]3[C@@]12C
EC-17,NC(=O)CC[C@H](N(CCNC(=S)NC1=CC=C2C(=C1)C(=O)OC21C2=CC=C(O)C=C2OC2=C1C=CC(O)=C2)C(=O)C1=CC=C(NCC2=CN=C3N=C(N)NC(=O)C3=N2)C=C1)C(O)=O
Betulinic Acid,[H]OC(=O)[C@]12CC[C@@]([H])(C(C)=C)[C@]1([H])[C@@]1([H])CC[C@]3([H])[C@@]4(C)CC[C@]([H])(O[H])C(C)(C)[C@]4([H])CC[C@@]3(C)[C@]1(C)CC2
Eletriptan,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2
Almotriptan,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2
Ranolazine,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1
Ibutilide,CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
Naronapride,CO[C@H]1CN(CCCCCC(=O)O[C@H]2CN3CCC2CC3)CC[C@H]1NC(=O)C1=C(OC)C=C(N)C(Cl)=C1
Mannose 6-phosphate,[H][C@@](O)(COP(O)(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)C=O
Atagabalin,C[C@H]1CC(CN)(CC(O)=O)C[C@@H]1C
PRX-03140,CC(C)N1C2=C(C=CS2)C(O)=C(C(=O)NCCCN2CCCCC2)C1=O
Methacholine,CC(C[N+](C)(C)C)OC(C)=O
Facinicline,[H]N([C@@H]1CN2CCC1CC2)C(=O)C1=NN([H])C2=CC=CC=C12
Indantadol,NC(=O)CNC1CC2=CC=CC=C2C1
Fiboflapon,CCOC1=CC=C(C=N1)C1=CC=C(CN2C(CC(C)(C)C(O)=O)=C(SC(C)(C)C)C3=CC(OCC4=CC=C(C)C=N4)=CC=C23)C=C1
Succimer,OC(=O)[C@@H](S)[C@@H](S)C(O)=O
Galeterone,[H][C@@]12CC=C(N3C=NC4=CC=CC=C34)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C
