drug,ndc
MetOLazone,00185005501
Phytonadione,25010040515
Hydrocodone,00406035762
Hydrocortisone Acetate,00501410507
Avandia,00029316020
INV Dalteparin,00069020601
morphine,00641607325
diphenoxylate-atropine,00378041501
Morphine Sulfate IR,00054023755
Epi,49502050001
Ofatumumab,00173082133
Oxycodone-Acetaminophen,00406051201
Ramucirumab,00002767801
Lidocaine,50383077515
Thromb,60793020505
Allopurinol,00904657161
BuPRopion,00591083960
Meropenem,00310032165
LOPERamide,49348027734
Bethanechol,00832051201
dilti,00258368890
Meropenem Desensitization,42023019210
FoLIC Acid,51079010520
Amlodipine,00069152068
Edetate Calcium Disodium,99207024005
*NF* Bicalutamide,68084037421
DAUNOrubicin,55390010810
Methotrexate,16729027730
Isoso,00228263111
Enoxaparin Sodium,00703856023
Furosemid,00409610204
Opium Tincture (morphine 10 mg/mL),62559015304
Mexiletine,00093874001
Isosorbide Mononitrat,58177022211
Sulfameth/Trimethoprim SS,00472128416
Aspirin Desensitization (Urticaria/Angioedema),00904628889
Fosphenytoin,00071400705
Lidocaine 2%,55150016072
demeclocycline,00005927029
Hexavitamin,00245008201
LaMIVud,49702020548
Gentamicin 0.3% Ophth. Soln,61314063305
Diazepam,51079028520
Aspirin Low-Strength,00904404073
EpiPen,49502050002
Doxycycline Hyclate Desensitization,63323013011
Entecavir,65862084130
Cilostaz,51079042420
Acetaminophen (Rectal),00713016550
busPIRone,51079098620
Albu,50383074120
Depakote,51079076608
PredniSONE,00054372144
Calcium Carbonate Suspension,66553000401
COQ10 200 mg caps,10939003722
Trimethoprim-Sulfamethoxazole,00472128416
CeftriaXONE,00004196401
AtroVENT HFA,00597008717
selenium sulfide,49999074704
Afrin,00182144464
Heparin ,64253033335
Trusopt,61314001910
Hydrocortisone Acetate 10%  Foam,68220014015
Morphin,00054023755
lidocaine-epinephrine,00409317802
Pancrelipase 5000,00023611501
Ethambutol HCl,68850001001
amoxapine,00591571401
simvastatin,51079045420
Calcitrate,66553000401
Duloxetine,68084067521
Tacrolimus,00781210401
cefUROXime axetil,00173039442
Vancomycin 25mg/mL Ophth Soln,67457033950
Ondansetron HCl,00093730165
CefazoLIN,00781933895
Methotrexate Sodium P.F.,55390003110
Filgrastim,55513053010
Factor 8 recombinant,00944305302
Lisinopril,60687033301
polyvinyl alcohol-povidone,00023050601
QuiNIDine Sulfate,00185434601
Gentamicin Antibiotic Lock,54868410300
ato,68084058901
potassium chloride,00603154358
Cepastat (Phenol),49452521001
Thioridazine HCl,51079056520
ASENapine,00052011890
PHENObarbital鈥揑CU Alcohol Withdrawal Dose Taper鈥?PO) (FOR CLINICIAN USE),00603150858
PARoxetine,00904567861
Aspirin Desensitization (Angioedema),00904404073
Depakote,68084077601
Multivit,50383068304
modafini,51079056103
sodium chlor,00517293025
Cardizem CD,00258369090
Famotidine (IV),00641602110
Cymbalta,00002323560
Heparin Flush Port (10 units/mL),64253033335
Heparin (Preservative Free),00409115170
Cyclophosphamide,00054412925
Heparin Flush (10 units/ml),08290306525
LevoFLOXacin,00045152510
estradioL,50419045204
NiMODipine,24338020016
Triamterene-HCTZ (37.5/25),51079093520
imdu,58177022211
glim,00093725401
alendronate,51079094205
Posaco,00085132801
Doxil (Liposomal DOXOrubicin),17314960001
tacrolimus,00469520230
Insulin Regular Human,00002821501
Benztropine Mesylate,68084038101
Dexmedetomidine,00409163802
Miralax,51991045757
Azithromycin ,55150017410
Fusidic Acid  300 mg  tab,0
Albuterol-Ipratropium,00597001314
bisacody,00182853489
Digoxin,00904592261
Ruxolitinib (Crushed Tab),50881000560
levOCARNitine,54391005009
Vancomycin,47781059791
Albumin 5% (25g / 500mL),00944049101
INV-Epeleuton,0
colesevelam,65597070118
Morphine,00054023524
Lactulose,50383077933
fluticasone,00173071920
Bupropion HCl,00173073002
Calciferol,00091415060
Betamethasone Dipro 0.05% Augmented Gel,51672130901
meningococcal vac A\,C\,Y\,W-135,49281048901
acetic,60432074115
Anastrozole,60687011221
Isosorbide,62175011937
*NF* Imatinib Mesylate,00078040134
Monopril,00087015846
ARIPiprazole,13811068030
Bactrim,50268072815
Aspirin Desensitization,00904404073
phenytoin,00071036524
Votrient,00173080409
PHENObarbital,16571033016
Polymyxin B Sulfate,39822010001
Depakote ER,51079076708
Methenamine Mandelate,52152011102
Nitroprusside Sodium,00187430202
Metoclop,00703450204
Valproate Sodium,00074156410
bisacodyl,00574705050
Vera,00172428000
CefazoLIN,60505076900
Minocycline,00005534323
Morphine Sulfate (Oral Soln.),00054023755
Sumatriptan Succinate,00093022390
Penicillin G Potassium,00338102541
Preg,00071101441
Heparin Dwell (1000 Units/mL),63323054031
Rilutek,00075770060
Isosorbide Mononitrate (Extended Release),50268045115
Lidocaine 1%,00143959525
Interferon Alfacon-1,66435020295
Dacarbazine,00026815120
Diazepam,68094075062
*NF* Capreomycin,00002148501
Brimonidine ,61314014405
olo,00065027105
GuaiFENesin ER,63824000834
ASPIRIN325MG,00904404073
proGESTerone micronized,00032170801
CeFAZolin,00338350841
tes,67877010501
Lisinopril,00172375910
D5W (Glass Bottle),00338001602
prami,00597018390
Nitroprusside Sodium,14789001202
Bacitracin/Polymyxin B Sulfate Opht. Oint,00574402135
Activated Charcoal-Sorbitol,00574012074
Isosorbide Dinitrate ER,00187019201
Pletal,66993000860
Carbidopa-Levodopa (25-100),68084009301
Chlorothiazide Sodium,17478041940
Invega Sustenna,50458056401
Dexrazoxane,67457020850
fentaNYL,00781711255
RISperidone,50458059601
Cresemba,00469032014
sodium chloride,00409113002
Nitrofurantoin Macrocrystal,00149071001
Naphazoline 0.1% Ophth,54569265700
dexamethasone,00054817525
Ornithine phenylacetate,0
Disulfiram,54868503400
Men-Phor,54162055007
Divalproex (DELayed Release),16590064830
propox,00603545921
Dexamethaso,60432046608
Enoxaparin Sodium,00075062040
Levothyroxine Sodium,00378180377
enalapril,00904550261
Papain 2.5 % Solution,0
Potassium Chl 20 mEq / 1000 mL NS,00338069104
cevimeline,63395020113
morp,0
Reyataz,00003362412
Divalproex ,68084031301
Leflunomide,00088216030
Albuterol Sulfate,50383074120
Testosterone 2 mg,52544007660
LeVETiracetam,50474000148
Melphalan,25021022160
Captopril,49884079474
Lidocaine 1%/Epinephrine ,00409317802
Methadone,00406054034
Mouth Care Oral Rinse,17856200205
Becaplermin Gel 0.01%,50484081015
PHEno,00641047725
Insulin lispro,00002751001
valACYclovir,00904656561
Fluticasone,00173049900
Sotalol,60505008000
*NF* Imatinib Mesylate,00078040105
Temozolomide Suspension,00085143001
Nitroprusside Sodium,25021031002
Etanercept,58406043504
Nystatin Cream,49999025130
Labetalol,00143962201
ProTONIX,00008084199
GammaGARD Liquid,00944270006
Ipratropium-al,00597002402
Betamethasone Na. Phos/Acet,00517072001
Morphin,68094000162
Rythmol,53489055201
Gentamicin Sulfate,00409120703
Propylthiouracil,54868175201
benzona,60687034601
Amlodipine,00904636961
Ampicillin Sodium,63323038810
Midodrine 20mg,51079045320
Fentanyl Citrate,10019003473
Betamethasone Dipro 0.05% Oint,00168005646
Zolpidem Tartrate,68084018901
Theop,50111048303
*NF* Rasburicase,00024515010
Diazepam,00904588061
warf,00056017275
Levoleucovorin,68152010100
novolin,00169183311
Prismasate (B22 K4),0
Mycophenolate Mofetil,00054016625
Ritonavir (Oral Solution),00074663322
Methotrexate Sodium P.F.,55390003410
Lidocaine 0.5%,00409427501
Aminophylline,00409592101
Ket,0
Diltia,00258368790
Insulin (Regular) for Hyperkalemia,00169750111
Carbamazepine (Extended-Release),51672412401
DOPamine,00338100702
Tigecycline,16729036468
Triazolam,00054485906
Flumazenil,63323042405
Midazolam,00641606010
Xopenex Neb,00093414664
ValGANCIclovir ,00004003822
Potassium Chloride Replacement (Critical Care and Oncology) ,00245004101
Tranexamic Acid Oral Solution,39822100001
modaf,51079056103
Argatroban,42367020384
Lidocaine Jel,17478071110
SUNItinib,00069077038
NYSTATIN ORAL SUSPENSION,66689003750
zz,11845011831
Rhinocort Nasal Inhaler,54868441101
Lidocaine 1%,00409427902
carisoprodol,51079005520
Heparin Sodium,00641040012
Tasmar,00187093801
Sirolimus,00008103105
Nexium,00186502228
Mycophenolate ,00004026129
Pitocin,63323001212
Ascorbic Acid (Liquid),00904052361
Lithium ,00054352763
robi,00121177505
Entacapone,00078032705
Aminocaproi,00409434673
Anzemet,00088120806
Dexametha,00054818125
Oxacillin,00781910995
Potassium Chloride Replacement (Critical Care and Oncology),76439034310
Humalog Mix 75-25,00002751101
Hydrocortisone (Rectal) 2.5% Cream,64980030130
QUEtiapine Fumarate,00904627961
Syringe (Chemo),0
primiDONE,00904555960
Belladonna Alkaloids-Opium,00574704512
Leuprolide Acetate,00074366303
Mesalamine,00430075227
Clotrimazole 1% Vaginal Cream,51672200306
Olanzapi,00002445485
Duloxetine,00002324001
Cidofovir,23155021631
Critic-Aid Clear AF,11701005032
NiCARdipine,00004018301
Chlorambucil,00173063535
LaM,00173066200
Dapsone,49938010130
Tacrol,16729004101
PredniSONE,00054872425
*NF* Butorphanol Tart. Nasal,00087565041
LaMIVudine-Zidovudine (Combivir),00173059500
Lidocaine ,00548301200
gala,00555013809
Cephalexin,55045141500
Diastat AcuDial,00187065920
Senna-S,00034121030
Mylanta,00182864389
DOXOrubicin,55390023210
LeVETiracetam,50474059440
Leupr,00024079375
Phenytoin ,00071000740
Epoetin Alfa,59676034001
Dalteparin,00069022301
famciclovir,33342002607
ecallantide,47783010101
Sodium Bicarbonate,00409662502
DAUNOrubicin,00703523313
Aminocaproic Acid 25% Oral Rinse,61748004416
PHENO,00641047625
Bisacodyl,00536338101
Asacol HD,00149075215
Diltiazem,00093031901
Tenofovir Disoproxil (Viread),33342009607
Lithium Citrate (Syrup),00054352763
Avonex,59627000103
Bupivacaine 0.25%,00186103201
Kineret,66658023407
Albuterol,50383074120
Atropine Sulfate Ophth 1%,17478021502
Acetaminophen (Liquid),00182845389
aceta,00904525530
Readi-Cat 2 (Barium Sulfate 2% Suspension),32909071103
Oxymetazoline,41100081123
Decitabine,62856060001
Pyridoxine HCl,00182008601
*NF* Estraderm,52544047108
Amoxicillin,54569009300
Benztropine Mesylate,00904105561
Zoledronic Acid (Zometa),25021082682
oxybutynin chloride,00904282161
Rabies Vaccine,49281025051
Testos,54868370400
Naltrexone,00555090201
temozolomide,00085151902
Tamiflu,00004082009
Selegiline HCl,39506002260
Azithromycin,00069308030
Lorazepam,69315090505
Cholestyramine,49884046565
Darunavir,59676056101
Bortezomib,63020004901
metroNIDAZOLE,00299382060
Alcohol Dehydrated,00517857510
Ergotamine-Caffeine,00781540501
Melphalan,59572030250
Decitabine,55111055610
Tacrolimus,00469301601
Benztropine Mesylate,68382086010
Etravirine,59676057001
Tacrolimus,00168041630
Tacrolimus,16729004301
Adenosine,55390006710
adder,54092038101
multivit,50383068304
Ursodiol,49884041201
ofloxacin,63395010105
*NF* Sorafenib,00026848858
lidocaine-prilocaine,00115146860
lidocaine,00054350547
diphenhydrAMINE HCl,00121097800
BuPROPion (Sustained Release),10370010150
ramipril,68084026701
Acyclovir Sodium,63323032520
Tretinoin 0.1% Cream,66530024120
Esomeprazole Magnesium,00186502228
Levothyroxine Sodium,00378180077
Leuprolide (3 Month),00300366301
Brintellix,64764058030
Ustekinumab,57894005427
Morphine SR (MS Contin),68084015701
Kay Ciel,00456066270
GuaiFENesin,00121174410
Ketorolac,47781058368
Tinidazole,00178850020
Morphine,00054858516
insulin aspart,00002751001
alteplase,50242004413
Ciprofloxacin 0.3% Ophth Soln,61314065625
Fluconazole,00338604648
LevETIRAcetam,68084087001
Isosorbide,00228263111
RisperiDONE,00904636061
Mesalamine ,45802009851
Bismuth Subsalicylate,00603023516
Nimodipine,00555098040
Zonisamide,68462012801
montelukast,00904652961
Lidocaine 1%/Epinephrine,00409317802
tobramycin,00065064305
Lithium Carbonate ,00054002025
Neoral,00078024815
Gentak,17478028435
RisperiDONE,59746002022
*NF* Temozolomide,00085124803
*NF* Ceftaroline,00456060010
Nitroglycerin Patch,00089130130
Atacand,00186001628
Chloraseptic Throat Spray,00536242558
well,00591083960
TRIAzolam,52959040250
lidocaine,52565000814
L-Carnitine,50383017290
Fluconazole,68462010230
IdaruCIZUMAB,00597019705
Docus,00904224461
Methotr,51079067005
Sodium Tetradecyl Sulfate 1%,67457016202
Glycopyrrolate,00603318021
Toprol XL,68084030401
fluvoxaMINE,63672105002
Captopril,51079086420
anu,42002030001
EPINEPHrine,54288010310
Phytonadione Oral Solution,00548124000
Nystatin Oral Susp (Self Med),00472132002
Albumin ,00944049301
ClonazePAM,00781801801
dextroamphetamine-amphetamine,13107006801
Dilantin Extended,51079090520
Sodium Polystyrene Sulfonate,10702003615
Verapami,00172428510
Fleet Enema (Mineral Oil),11917007645
ceFAZolin,60505074905
bupr,00591083960
timop,61314022605
Caffeine,00517250210
lamotrigine,00173064255
Lacosamide,00131248035
Lipitor,00071015540
Hydroxyprogesterone caproate *NF*,64011024301
potass,00456066270
Lidocaine 1% (For PICC/Midline Insertions),00409427601
Mycophenolate ,51079072120
TEGretol XR,00078051005
Alteplase,50242008527
Artificial Tear Ointment,00536108691
nys,00472500360
Calcium Acetate,68094000261
Parcopa,18860034201
Cisatracurium Besylate,00074437805
Promethazine,00713052612
Ru,50881000560
Morphine SR (MS Contin),00406831562
omeprazole,68084012801
dalteparin (porcine),00069021701
LevOCARNitine,11917005935
ToPAMax,00045064165
Dextroamphetamine,00555095202
Amantadine,51079048120
hydrocortisone-iodoquinl-aloe2,58177080302
Isosorbide Mononitrate,62175011937
Fluticasone Propionate NASAL,60505082901
oxymeta,00904571135
Mycophenolate Mofetil,60687043801
Nystatin,53489040001
dextran 70-hypromellose,00023050601
Lidocaine 1,00409317801
HydrALAZINE,62584073301
GlyBURIDE,51079087201
Clofarabine,58468010002
Relpax,65649055102
Tretinoin 0.1% Gel,00062019002
Lidocaine,00409318101
Ritonavir (Oral Solution),00074333330
Pindolol,00378005201
Fosinopril,00087120213
Verapam,00172428610
Oxybutynin,17314850101
CeftriaXONE,00781320995
PredniSONE,00603533821
Erythromycin,24338012213
dorzolamide-timolol,24208048610
Pange,39822904501
homatropine HBr,59390019205
Actiq,63459050430
Potassium Chloride (Powder),68084052401
Tetracaine 0.5% Ophth Soln,00065074112
Fondaparin,00007323411
artificial,00023050601
Symbicort,00186037220
Amoxicillin-Clavulanic Acid,60432006500
Leucovorin Calcium,55390005401
GlyBURIDE,00143991901
Montelukast,68084062001
NIFEdipine,00591319301
OLANZapine Pamoate,00002763611
LaMI,00173066200
Miconazole 2% Cream,51672200102
metformin ER,50268053115
Keppra,31722053712
Sugammadex,00006542312
Triamterene,51079093520
Potassium Acetate,63323007620
Risperidone Oral Solution,50458059601
Aspirin (Rectal),00574703612
Didanosine EC,00087667117
Loperamide,51079069020
lacosamide,00131248035
Acyclovir,00173094556
Enoxaparin Sodium,00075062161
orabase,00182504749
Nortriptyline,00406991816
EPINE,00409724101
Mycophenolate Sodium,00078038566
Dextromethorphan ,63824017663
levalbuterol HCl,63402051224
Ciprofloxacin HCl,00172531210
docusate sodium,00904224461
perampanel,0
OLAN,50268061513
Fenofibrate,00074612390
letrozole,00078024915
CycloSPORINE (Neoral) MODIFIED,00078027422
Etoposide Phosphate,00015340420
Insulin (Regular) ,00002821501
BuPROPion,10370010103
Aminocaproic Acid,00409434610
Sirolimus,00008104110
Quetiapine Oral Suspension,00310027539
Sucralf,63739026110
calcium gluconate,63323031119
Travoprost 0.004 % Ophth Soln  (*NF*),00065026025
Genta,61314063305
Guaifenesin,00121063810
Moexipril,68462020801
Bu,00591083960
Pioglitazone HCl,64764045125
Acyclovir,00904578961
Haloperidol,00378025710
Hydrocortisone ,10631040701
Cangrelor,65293000310
Cephalexin,00093314701
Estrogens ,00046110281
Tacr,00781210301
carbidopa-levodopa,00378505201
Kytril,00093748520
Risperidone (Disintegrating Tablet),00904597661
Peramivir,0
Unisom,41167000609
Entecavir,49884010411
LaMIVudine,00173066200
NS (Intrathecal Bag),0
Ifosfamide,10019092501
Lovenox,00075062040
Singulair,00006011728
INV-EVICEL Fibrin Sealant (Human),0
Multivita,00005434462
Tamiflu,47781047013
Phenytoin Sodium Extended,00071036240
Methylergonovine Maleate,17478050101
Magnesium Sulfate,00409672923
ProAir HFA,17270072101
D20W,0
Lidocaine 1%,55150025110
Naltrexone Extended-release Suspension,65757030001
Epogen,55513026710
Indomethacin,00185072001
Montelukast,68084087501
Theophyllin,50111048303
Humira Crohns Dis Start Pck,00074379902
Ciprofloxacin,00703095803
Naloxone HCl,00548146900
Calcitriol,00004014301
Oxycodone-Acetaminophen (5mg-325mg),68084035501
Buprenorphine-Naloxone ,00054018913
Ropivacaine 0.2%,63323028565
midodrine,68084024001
Acetaminophen,45802073032
Methylphenidate,00406147301
FLOmax,00904640161
cepa,49452521001
Acetylcysteine 20%,00087057009
Lithium Carbonate SR (Lithobid),68968449201
Pioglitazone,64764015104
Potassium Chloride Replacement (Critical Care and Oncology) ,68084052401
Carbidopa-Levodopa CR (25-100),00378505201
tret,00555080802
Imipramine,00781176413
Ursodiol,00904689004
Truvada,54868514100
maraviroc,49702022418
midodrine,51079045320
Pegaspargase,00944381001
Albumin,00944049302
multivitamin,50383068304
Bupreno,00054017613
INV-Lidocaine-Prilocaine Cream,00115146860
Aminophylline,00517381025
Isosorbide,00258361301
INV-GO-203-2c,0
Felbatol,00037043001
Fusidic Acid 300mg  tab,0
Tobramycin Sulfate,00703940204
Rivastigmine,00078032406
CarBAMazepine (Extended-Release),00078051005
Zileuton,68734071010
Ketamine,60793058110
Emtricitabine-Tenofovir (Truvada),61958070101
Prevnar 13 (PF),00005197102
Azacitidine (Subcut),00781325394
Keppra *** Brand Name Only***,50474059540
aprepitant,00006046106
RITONAvir,00074333330
guaiFENesin,00121174410
INV-Pegvorhyaluronidase alfa,0
Heparin Lock Flush,00409115170
Methylprednisolone,00009002201
Phenytoin Sodium Extended,00071036524
0.9 % Sodium Chloride,0
multi,00904504260
Nitrofurantoin (Macrodantin),54569018100
Pheno,00641047625
Clindamycin,59762372802
Propoxyphene Nap.-Apap (N-100),51079032220
Calcitonin Salmon,00078031154
Fludarabine Phosphate,63323019202
sodium,00409663734
artificial Tears,11980002515
Vitamin B-6,00182008601
Sodium Chloride,00223176001
PHENObarbital - ICU Alcohol Withdrawal (Loading Dose 1) ,00641047625
Anusol-HC,00904016012
LevETIRAcetam,50474000263
levoth,00074455211
nitrofurantoin macrocrystal,47781030701
Estraderm,52544047108
Loxitane,52544049401
ZIPRASidone Hydrochloride,00049397041
Megace ES,49884090738
INV-Rivaroxaban,50458058030
Aspirin 325 mg ,00904404073
Ethacrynate Sodium,25010021027
Nephrocaps,00187526802
Emla Cream,00115146860
Nitroglycerin Patch,68382030930
Lisinopril,51079098120
rivastigmine tartrate,51991079306
Domperidone,0
Entecavir,00003161412
Ondansetron,67457044120
Predni,60432021208
GuaiFENesin ER,00904671839
dexamethasone,00998061505
opium tincture,42998020301
betamethasone dipropionate 0.05% oint,00168005646
ins,00002831501
Everolimus,00078041720
Alora,52544047108
lido,00409427501
budesonide,54868441101
Mavik,00074227913
Docusa,00121054410
Acarbose,00026286148
Indomethacin XR,00185072001
testosterone enanthate,54396032840
PleTAL,00054002821
LCP tacrolimus,0
Phentolamine Mesylate,55390011301
pang,58177003106
Pramipexole,00009000402
ibuprofen,00904585361
Amino Acids 4.25%-Dextrose 10%,00338114503
